UniRef50_Q96AZ6	A0A024RC76; K7CFV6; Q96AZ6; G3R4B5
UniRef50_A0A069C7Y3	A0A088FL56; A1Z0K8; A0A088FKZ6; A0A088FHB2; Q2TDR4; A0A024DBA7; Q2TDR2; A0A088FH57; A0A024DBA3; A0A024DCU5; A0A088FHC0; Q90YX9; A0A088FHE1; A0A024DCM2; B0EYE2; A0A088FHC8; A0A088FHD2; A0A088FKV0; A0A088FHB6; A0A088FHI2; K9MU66; A0A088FKW8; A0A088FH41; K9MSM7; G1MXV2; A0A088FKS4; A0A088FHF7; A0A024DCM7; A0A024DBX1; A0A024DB19; A0A024DB49; A0A024DC43; A0A024DB63; K9MU69; A0A024DCN1; A0A024DCU9; A9LE77; A0A088FH87; B2Y873; A0A088FI03; A0A088FH03; A0A088FL79; A0A088FH26; Q1WMK6; A0A024DBV5; B0EYE9; K9MSQ8; B0EYC6; Q2TDU3; B0EYF5; K9MRZ5; A0A024DB12; A0A088FH91; A0A088FIE0; A0A024DCZ2; Q1WML2; A0A088FL94; Q2TDS0; Q58ID9; A0A088FH37; A0A088FI05; A0A088FH69; A2V739; A0A024DAX1; B7T0W7; A0A088FKS7; A0A088FH36; A0A088FL59; A0A024DB45; B0EYE0; A0A088FHD6; A0A088FL31; A0A024DBR2; A0A088FHZ9; K9MSN4; B0EYD8; J9V335; B0EYF3; E9Q5F4; A0A088FHA8; A0A088FKT3; C9JZR7; Q5DK65; A0A024DC53; A0A024DB83; A1XC67; A0A024DBJ6; A1XC66; A0A024DBX8; A0A024DB03; A0A088FL18; A0A088FH96; Q2TDU2; Q6RHR8; A0A069C7Y3; A0A088FIF2; Q2TDR3; A0A088FL81; A9LE71; Q1WML9; A0A024DB22; A0A024DCY5; Q8QFV3; A0A088FHB4; A0A024DC49; B0EYE7; A0A024DB62; A0A024DC74; D5L0U8; A0A088FI25; A9LE69; A0A024DAZ0; A0A088FKW2; A0A024DBW5; A0A088FH58; A0SIJ4; K9MSK3; A0A088FGZ8; A0A088FI46; C9JTX5; A0A088FH50; A0A088FHD8; A0A024DC69; A0SII9; A0A024DAX0; A0A024DBP3; A0A088FI65; A0A088FIC1; A0A088FHA4; Q5DK66; A0A024DCV1; A0A024DB71; Q8AWC8; A0A024DB93; A0A088FHD4; Q2TDU9; A0A024DB56; Q2TDS8; K9MU88; Q2TDU8; A0A088FKY8; A0A024DBC1; A0A088FL51; A0A024DB18; A0A088FKZ2; Q2TDR9; K9MSH3; A0A088FI10; A0A088FI97; A0A024DBQ3; B5B2Y3; A0A024DC14; A0A024DCQ7; A0A024DAV1; A0A088FH74; A0A024DCS7; A0A088FI84; A0A088FL46; A0A024DCW5; A0A088FLB8; A0A088FL82; A0A024DB66; A2V742; A0A024DB21; B0EYD0; A0A088FH17; A0A024DCW0; Q800I2; A0A088FKW6; A0A0A0V4F1; A0A088FL98; A0A024DCN5; A0A088FI35; A0A088FL16; A0A024DBT1; A2V740; K9MUA8; A0A024DCR2; A0A088FHK6; A0A088FL29; A0A024DB06; K9MSH8; B0EYF1; A0A088FHZ7; Q9DE58; Q2TDT0; A0SIJ0; A0A024DC22; A0SII8; K9MU70; A0A088FHF2; A0A088FKV6; Q1WML3; A0A088FGV0; A0A024DBY1; A0A024DC96; A0A024DBK1; A1XC68; K9MSK0; A0A024DAY3; A0A088FL95; A0A024DCW8; A0SIJ7; A0A088FL63; K9MRY2; A0A088FHC6; A0A088FH53; Q2TDU6; L7UXE6; A0A088FKS9; A0A088FLA9; A0A088FID0; K9MSN0; A0A024DAX9; A0A024DC87; B0EYE1; B0EYD5; Q1WMK8; A0A024DBS4; Q2TDT9; A0A088FIA4; A0A088FI87; K9MU90; Q1WMK7; A0A024DBT6; A0A088FL74; A0A024DB46; Q1WMK9; A0A024DBW1; A0A088FIA1; A0A024DBL1; A0A024DCL7; A0A088FL67; A0A088FI49; A0A024DAT0; A0A088FH88; A0A088FI93; A9LE76; Q9DEU3; A0A088FGT6; A0A024DCQ2; K9MRZ2; Q1WMK5; A0A024DB10; A0A088FH99; A0A088FL23; B0EYE8; A0A024DC65; A0A088FI28; A0A024DBR9; Q2TDR1; A0A024DC24; A0A024DC04; A0A024DB30; B0EYE5; A0A024DAZ9; Q2TDS6; A0A088FI70; A0A088FH78; A0A024DC72; A0A088FL08; A0A088FH07; A0A088FKX4; A0A024DBU6; A0A088FHJ1; A0A088FKS1; K9MRZ8; A0A024DCX7; A0A088FL89; A0A088FLB3; A0A088FI42; A0A024DBY3; Q2TDT4; A0A024DB38; A0A088FKX3; B2CQ80; A9LE67; A0A024DBM7; A0A088FLC3; A0A088FH75; K9MU94; A0A088FHX6; A0A088FHY1; A0A024DBL8; Q2TDV1; A0A024DCX1; A0A088FI01; A0A088FL42; A9LE78; A9LE80; B0EYC1; A0A024DC11; A0A088FI38; B0EYC3; A0A024DCP7; A0A024DBQ4; K9MU97; A0A024DBZ7; A0A024DC85; A0A024DB27; A0A088FKV4; A0A088FL11; A0A024DB37; F4Y565; A0A024DB91; Q2PDJ0; K9MU93; A0A024DB15; Q2TDT2; A0A024DCR6; A9YXX3; A9LE73; B0EYD4; A0A088FKW9; A0A088FHF4; A0A088FHE5; A0A024DAZ5; A1XC65; A1E281; A0A088FKZ9; A0A088FHX1; B0EYC9; Q2TDS2; A0A088FI57; A0A088FHA7; A0A024DAX8; A0A088FIA9; A0A088FIE8; Q2TDS1; K9MSJ7; A0A024DB08; A0A024DC39; Q2TDV0; B0EYC7; Q1WML6; A0A088FHH5; D2KXA0; A0A088FH95; A0A024DC59; K9MSP9; Q2TDR8; B5U150; A0A088FL73; Q1WML4; A1XC70; A0A024DCA6; A0A088FL15; A0A088FHF0; A0A088FID5; Q2TDT8; Q6UBA0; F8UV49; A0A088FHE9; A0A088FI19; A0A024DB70; A0A024DAW7; A0A024DAX6; A0A024DB40; B0EYE3; A0A088FHC2; A1E282; A0A088FGX9; B1Q1Q2; U5SAB8; A0A088FH81; A0A088FL28; A0A024DCY1; Q2TDV2; A0A088FHW5; A0A024DAY4; A1XC62; A0A024DC06; A0A088FKY2; K9MU46; A0A024DAV5; A0A024DB36; Q9ET48; A0A088FGZ5; A0A088FL88; A0SIJ6; Q2TDS9; Q1WML0; A0A024DAU5; A0A088FH71; A0A024DCT5; A0A024DBW8; A0A024DB01; A0A088FLA7; A0A088FL91; A0A088FGU4; K9MUB1; B0EYF2; A0A024DAZ2; A0A088FL72; A0A088FI22; A1XC64; Q2TDR5; A0A088FI79; A0A024DBQ9; Q2TDU4; A0A024DB50; K9MU78; A0A088FHD0; A0A088FL37; A0A024DB67; A0A088FKX8; M9NWY2; A0A024DBY8; A0A088FH93; A0A088FKT0; A0A024DBB1; K9MRX8; A0SIJ1; A0A088FKR6; B0EYD7; A0A024DCB1; Q2TDR0; B0EYD3; A0A088FL21; F7J056; Q2TDU1; Q2TDU7; Q2TDR7; A0A088FL25; A0A088FH86; Q8AWZ3; A0A024DB81; A0A088FHE0; B0EYF4; A0A024DAU1; A0A088FHI7; A0A024DB24; K9MRX4; B0EYB9; A0A024DBJ2; A0A088FI61; A9LE72; A0A024DD20; A0A088FL06; Q2TDT5; G3K502; A0A024DB42; A0A024DBC5; A0A088FIC5; A0A088FLD2; A0A088FH63; A0A088FHJ4; Q2TDT3; A0A088FI53; A0A088FIE4; Q2TDS3; A0A088FKT8; B0EYE4; A0A024DBT8; A0A088FIB6; A0A088FL39; A0A088FL97; A0A024DCU0; A0A088FLB2; A0A088FH82; A0A088FKY0; K9MRX0; A0A088FHC4; A0A024DB54; A0SIJ5; A0A088FKZ5; A0A088FHZ4; A0A024DCA0; E3VS08; A0A088FKZ1; A9LE79; A1XC69; A0A088FL36; A0A024DAW4; R4NR42; B0EYC2; B0EYC0; B0EYC4; A0A024DC17; A0A088FIB2; A0A024DC28; Q2TDT1; A0A088FL00; A0A088FI31; A0A088FH47; A0A024DBL3; B2CKZ6; K9MSS5; B0EYD6; Q2TDS4; A9LE70; Q2TDS7; A0A088FHE6; A9LE75; A0A088FHH9; A0A088FHK4; A0A024DD14; A0A088FH02; A0A088FLC6; A0A024DCV6; K9MSS0; A0A024DAX5; A0A024DB14; K9MU51; A0A088FLD7; A0A088FH27; Q1WMM0; U3KZN0; Q9JLX9; A0A088FL68; A0A024DD06; A0A024DC34; A0A024DBS8; A0A024DC47; A0A088FHJ8; A0A024DB51; UPI000528680F; A0A024DBZ9; Q2TDU0; A0A088FI08; A1XC63; A0A088FKY4; A0A024DAY8; A0A024DBP0; A9LE66; Q9UMN3; A0A024DCX4; Q2TDT6; A0A088FKX6; A0A024DAZ7; A0A024DCA4; A0A088FHG0; A0A088FKV2; A0A024DBM9; A0A088FH52; A9LE74; A0A024DC31; A0A088FL76; A0A088FL43; A0A088FH22; G7ZJJ4; A0A088FHF8; A0A088FLA3; A0A088FL47; A0A024DCY9; K9MSR4; A0A024DB26; A0A088FH11; K9MSH6; A0A088FH66; A0A024DAY7; A0A076FR90; A0A024DB85; A1XC71; A0A088FHB8; Q800I3; A0A088FH32; A0A088FL05; A0A088FGZ2; K9MU55; A0A088FKV9; A0A024DBV7; A0A088FHG7; A0A088FL84; A0A088FL34; A0A024DBY4; E7EVS6; A0A088FHB0; A0A088FH31; A0A088FLA2; A0A024DBN3; B0EYD9; A0A088FH45; A0SIJ3; A0A088FL04; A0A088FHA3; B0EYD1; A0A088FL86; A0A024DC91; Q1WML1; A0A024DAV8; B0EYD2; A0A024DB58; A0A024DCT2; Q1WML5; A0A024DBX2; I7EVI2; A0A024DB98; A0A024DAW1; A0A088FH13; K9MSN7; A0A088FI13; Q90737; A0A088FH46; A0A024DBP8; Q8T6P7; A0A024DCN9; A0A088FL64; K9MU74; A0A088FL92; A0A088FI90; Q2TDR6; A0A024DC78; A0A024DBX5; Q1WML7; A0A088FI74; F8UV47; Q9GLY0; A0A024DBU2; B0EYF0; A2V743; M4Q1U6; Q2TDU5; A0A024DCS0; A0A088FH09; A0A024DCS5; A0A088FH21; A0A088FHG3; A0A024DBN7; A0A024DB32; A9LE68; A0A024DB31; A0A024DC55; A0A024DBR5; A0A075Q678; A0A088FL54; A0A024DAU8; A0A088FGZ6; A0A024DB79; A0A088FKY7; A9YXX2; A0A088FI15; A0A088FLC1; Q68AX1; A0A088FHA0; K9MU83; A0A088FKU6; A0A088FL60; A0A088FGY8; Q2TDS5; A0A088FH68; A0A024DCP4; B0EYE6; Q4U0F4; K9MRY9; A0A024DCZ6; A0A024DBK6; A0A088FH79; A0A088FGV6; A0A088FH62; Q8JH59; A0A088FHH0; A0A024DB76; A0A088FL50; B0EYC8; A0A024DBV1; Q1WML8; A0A024DC62; A0A024DD02; A0A024DBM2; K9MUB5; K9MSK6; A0A088FLB6; A0A024DC81; Q8JG41; A0SIJ2; A0A088FKU4; A0A088FL12; K9MSI7; Q2TDT7
UniRef50_F7H8I0	H7BZ94; B4DUA5; B4DLN6
UniRef50_UPI0005D00B10	
UniRef50_Q9H373	Q9H373
UniRef50_F8WF77	F8WF77
UniRef50_Q8CDF7	H0YK66; Q8NHP7; UPI0003EAFCEC
UniRef50_A0A087UNI8	
UniRef50_A6NKH3	A6NKH3
UniRef50_Q16175	Q16175
UniRef50_A0A023FPJ7	
UniRef50_P0DKL9	G3SA55; P0DKL9; M0QZ94
UniRef50_L5LLC2	H0YC88
UniRef50_Q8NF68	Q8NF68
UniRef50_P23246-2	UPI0004BD8E9C; F7GQH3; UPI0005FB6433; H0Y9K7
UniRef50_G3UQ26	B4DS62
UniRef50_B4DFZ3	B4DFZ3
UniRef50_E9PQU9	E9PQU9
UniRef50_Q9BUK0-3	UPI00004CA9C6; Q9BUK0-5; E5RJ15
UniRef50_Q9HCC6	Q9HCC6; UPI0001D5D7D0; D6REB3
UniRef50_A1L390	A1L390
UniRef50_J3QSF1	J3QSF1
UniRef50_F6ZQP1	J3QLW7
UniRef50_P43687	A2RU54
UniRef50_G1M1W7	A0A024R5Q4; H0YKW9; H2Q9D1
UniRef50_Q86T29	Q86T29
UniRef50_A0PJJ8	A0PJJ8
UniRef50_Q5JT04	Q5JT04
UniRef50_F8W3Q4	
UniRef50_F6SCS2	H0YIP2
UniRef50_E5RJ58	E5RJ58
UniRef50_F1N141	UPI0005CFF731; B7Z6F2; B7Z6R4; H9YZE6; Q5JW03
UniRef50_O43776	O43776; K7EMQ6; K7EPK2
UniRef50_E9PIS9	E9PIS9
UniRef50_Q6E0U4-9	B4E3D1; C9J186; H7BZ95
UniRef50_P07356	Q8CG37; H0YKL9; H0YKZ7; H0YKX9; A6NMY6; H0YN42; H0YKV8; H0YN28; H0YMD0; V9HW65; H0YKS4; UPI0003ABB016; H0YMM1; H0YMT9; H0YL33; H0YMD9; H0YNB8
UniRef50_Q9H0Q3	F7AX82; A0A096N4B4; A0A024R3J8; G7PP24; Q9H0Q3; A0A0D9S3G9; E9PHZ3
UniRef50_L8EAN9	L8EAN9
UniRef50_Q3LR72	Q3LR72
UniRef50_O14639-5	
UniRef50_UPI0005D04093	
UniRef50_P21980-2	Q9H035; Q9BXQ0; P21980-2
UniRef50_UPI0005CFF489	
UniRef50_Q8N8M0	Q8N8M0; C9JB11
UniRef50_A0A0R4INL0	
UniRef50_Q9NPF3	Q9NPF3
UniRef50_G1SB82	Q9UHT3
UniRef50_Q96GH2	Q96GH2
UniRef50_P42771-3	Q208B5; G3XAG3
UniRef50_Q6ZVL6	Q6ZVL6
UniRef50_E1BJ74	H2RH29; D6RJG0; J3QKW5
UniRef50_Q96M95	Q96M95
UniRef50_Q6ZNN7	Q6ZNN7
UniRef50_P20042	Q6IBR8; K7DJJ3; H2QK76; Q96I16; B5BU01; H2P1P6; P20042
UniRef50_Q63164	
UniRef50_Q6S5H5	A6NC16; Q6S5H5; A0A087X092; A6NI47; A0A087WTB9; A0A087X067
UniRef50_Q7RTY9	Q7RTY9
UniRef50_F6VJS9	F6VJS9
UniRef50_UPI00002375AC	
UniRef50_F7BXC6	O95814; Q1L4F0
UniRef50_H0YB43	H0YB43
UniRef50_Q8IVF2	Q8IVF2; Q8IVF2-2; Q8IVF2-3
UniRef50_H0YEV2	H0YEV2
UniRef50_G3V2J7	G3V2J7
UniRef50_A0A0D9SGI0	A0A0D9SGI0
UniRef50_H2UGD7	H3BRQ0
UniRef50_H2PAR8	C9JX21
UniRef50_B2B9E1	E5RGJ1
UniRef50_F2Z3M9	F2Z3M9
UniRef50_F6ZET5	Q59H12
UniRef50_Q14139	B7Z7P0; Q14139; Q14139-2; B4DK32
UniRef50_E2R2E0	
UniRef50_A0A087R7W1	C9JKF4
UniRef50_F7I843	B7Z9L6; B4DEQ5
UniRef50_H0YNR9	H0YNR9
UniRef50_Q59GR6	Q59GR6
UniRef50_B0LXE9	B0LXE9
UniRef50_F1Q4A4	F5H8B0
UniRef50_S4R3G6	S4R3G6
UniRef50_P28328	B2R7I6; Q6GU86; E5RIW9; P28328
UniRef50_G3V2F9	G3V2F9
UniRef50_Q6ZNJ0	Q6ZNJ0
UniRef50_A0A0B4U8R5	A0A0B4U8R5
UniRef50_H0Y430	H0Y430
UniRef50_P05771-2	P05129; B2R5T1; UPI0004EFFC90; H2NQF5; B7Z3W6; U3ENS3; G7PYR2; UPI0006435482; H2QH30; A0A0C4DGL5; Q64493; M0R0I9; A9L903; I3L1Z0
UniRef50_F7IQ26	B4E0Y8
UniRef50_H7C4F4	H7C4F4
UniRef50_Q9NVN8	Q9NVN8; A0A024R9Y6
UniRef50_G3QUZ9	Q86YR2
UniRef50_G3V5H6	G3V5H6
UniRef50_P70248	Q6ZNI9
UniRef50_F8VV32	F8VV32
UniRef50_Q6P1Q0-6	F8VUZ8; F8WCD9; F8VXQ4
UniRef50_F2Z3E5	F2Z3E5; F2Z2N0; F2Z3D8
UniRef50_Q8TCU6-2	H0YDZ4
UniRef50_L8YCA3	Q9XT81; Q9PTG4; L5MGB3; Q9PTG3; Q8UVV8; Q9QXM4; D6RFM6; Q4TDF0; Q8UVW4; Q6LDC5; Q9QXM5; Q75XU2; G1MSE7
UniRef50_A6NCC3-1	Q3ZCM6
UniRef50_Q96HH9	UPI000511E908; UPI0005D000E1; Q9BYJ8; D6REP5; B7Z4W8; Q96HH9; Q9D318; Q9D2W5; Q3TTJ8
UniRef50_P52739	UPI0001D55BB7; UPI000048C8D6; D6RBK1; UPI000387B88A; G7P7G1; UPI0003AB7521; P52739; UPI00029D96A4; UPI0003AB80B0; D6RAT8; D6RFI6
UniRef50_P52907	A8K0T9; A0A024R0E5; G2HHJ5; P52907
UniRef50_Q5VTU5	Q5VTU5
UniRef50_F8VP39	F8W1L7; F8VP39; F8VRN7
UniRef50_Q9H669	Q9H669
UniRef50_A0A0Q3PLQ0	
UniRef50_P53492	Q13707
UniRef50_A0A024R8E8	A0A024R8E8
UniRef50_Q9ULE3-2	F8WAT8; H7C5K8
UniRef50_F7IBR2	Q70L74
UniRef50_O15539	B2RD05; Q8MJ90; F7AV38; A0A024R8X9; F7CYB6; O15539; B1APM2; O15539-2
UniRef50_H7C4A0	H7C4A0
UniRef50_P24534	P24534; G3QVR9; A0A024R3W7; E9PQZ1; A4D1M6; C9JZW3
UniRef50_Q86UC5	Q6FHY0; Q86UC5
UniRef50_Q68DQ2-2	Q68DQ2-2; C9J659
UniRef50_Q04756	D6RAR4; Q04756
UniRef50_G3TPL0	B9EKU7
UniRef50_Q9UKK6	G3R9X8; Q9UKK6; F6YYV6; A0A096NVS4; H2P170; G7PH42; H2QK26; A0A0D9SBG1
UniRef50_E9PS95	E9PS95
UniRef50_H0YBB8	H0YBB8
UniRef50_Q8NF21	Q8NF21
UniRef50_Q5R4A0-3	F8W8D4
UniRef50_G3TG69	B7Z7Y0; B7Z7R7
UniRef50_B4DIW9	B4DIW9
UniRef50_F7I589	F7I589; B4DHL9
UniRef50_H2R246	Q96RM8
UniRef50_H0VYG3	
UniRef50_J3QLI8	J3QLI8
UniRef50_Q15796	U6CZQ8; Q53XR6; K7EL92; G1T109; E2RP23; H0WGF2; Q95LQ3; G3SL58; I3M2Z7; H0VNM6; F7CP27; F7HWK8; A0A0B8RVH5; K9IXZ3; W5P0F2; G7PWR4; H2QEH9; UPI00029DC4A1; S7MSU1; K7EJX0; A0A0D9RZJ6; H2NWB2; E1BE92; G1RL59; G9KQ22; K7ESI8; M3XP46; E9PZV6; Q4R991; G1PCD2; A0A096NP77; Q15796; K7ERC7; UPI00029D9999
UniRef50_A0A076L4M5	A0A076L4M5
UniRef50_Q658T2	Q658T2
UniRef50_H2QYI2	
UniRef50_UPI0005CFFE34	
UniRef50_C9JIE2	C9JIE2
UniRef50_B4DLC8	B4DLC8
UniRef50_H3BPB1	H3BPB1
UniRef50_A6NIW5	A6NIW5
UniRef50_Q9DD59	
UniRef50_M3X669	
UniRef50_P97450	A8MUH2
UniRef50_Q8K4H1	
UniRef50_Q00960	UPI0005F3E4D0; H2NGN9; H9FKQ5; H9FJE2; UPI00027F488F; H9FKQ7; Q59HA9; Q13224; UPI0005F52E29; UPI000387B795; UPI0005F48DAF; A0A0D9SFK0
UniRef50_Q60591	Q13469; C3UMV2; B5B2P4; C3UMV3
UniRef50_Q1HDS8	Q1HDS8
UniRef50_H3BRT0	H3BRT0
UniRef50_P18911	G3S8K4; B7Z4T4; UPI0005F54418; F1D8P1; Q5QHG3; P10826-3; D6RBI3; P10826; B7Z6W3; K7CVN2; G3QIS8; I2CTI3; P13631-2; B7Z4B4
UniRef50_Q9BTA9-5	A0A0A0MRT2
UniRef50_X6R5I7	X6R5I7
UniRef50_G3VGB1	H0YHA8
UniRef50_F8WCK2	F8WCK2
UniRef50_H0YEJ0	H0YDQ2; H0YEJ0; UPI00029DC465
UniRef50_A0A087WYK3	A0A087WYK3
UniRef50_Q9NNX3	Q9NNX3
UniRef50_P60900	F7BRA4; A0A0D9RSM7; P60900-3; L5KIA6; H0WYL3; P60900; U3DF73; Q2YDE4; K9K3F3; G3TIR5; A0A091DAZ6; A0A096NUL3; G5B117; G1T9V4; M3YXX5; M3WV20; K7EUS4; Q4R6D8; P60901; UPI00027F7F0C; D2HKI3; G3RBL9; G2HIX7; F6W663; F2Z5N0; W5PC09; B9VR86; Q5GA56; L8IT35; G3V5Z7
UniRef50_D9MR10	Q9NVP8
UniRef50_D6REA0	D6REA0
UniRef50_K7FPH4	Q9UEL6
UniRef50_Q86XK7-2	Q86XK7-2; C9JY48
UniRef50_UPI0005D01592	
UniRef50_L8ECG9	L8ECG9
UniRef50_Q8TD55	UPI00004DD59D; K7BB18; H2Q9L4; Q8TD55
UniRef50_B7Z569	B7Z569
UniRef50_H0YD49	H0YD49
UniRef50_A0A0Q3Z1D0	A0A0A0MRY8; UPI0003EAF556
UniRef50_H7BY91	H7BY91
UniRef50_F7HC32	B4XZE4; Q6STG2
UniRef50_H3BP73	B4DDH4; H3BP73
UniRef50_A0A087WVZ1	A0A087WVZ1
UniRef50_M0QYJ9	M0QYJ9
UniRef50_Q9H397	Q9H397
UniRef50_Q9NRW7-2	B7Z5D4; B7Z1J7
UniRef50_Q494R0	Q494R0
UniRef50_K7EQ61	K7EQ61
UniRef50_O00617	O00617
UniRef50_F7DA77	
UniRef50_Q6RVD6	UPI0005AC2C38; Q6RVD6
UniRef50_F8WBM0	F8WBM0
UniRef50_L8E8K3	L8E8K3
UniRef50_F8VPM6	F8VPM6
UniRef50_H7BZV7	H7BZV7
UniRef50_Q9WTP0-2	
UniRef50_Q6PI77	Q6PI77
UniRef50_Q3MHC5	Q3MHC5
UniRef50_P51589	UPI0004F07B3F; Q96RX4; P51589
UniRef50_Q6ZNK0	Q6ZNK0
UniRef50_B4DH23	H3BMJ3; H3BQH9; H3BRI3; H3BUW3; B4DH23
UniRef50_UPI0005D02CD6	
UniRef50_Q9BYE2	A0A087WWD8; Q1RMF8; E9PRA0; J3KQC6; Q9BYE2
UniRef50_A7L5K9	V5LKR6; V5LDX8; U5YEE6; H9BYU7; H9BYT4; U5YBE8; I0BW61; V5LD53; E5G6F9; V5LDU7; U5YEC2; I0BW54; U5YBN5; Q2Z271; V5LL23; I0BW65; G0Z8H5; H9BYS0; I0BW40; H9BYR2; V5LDZ4; U5YEC8; H9BYR9; A5HC28; I0BW57; V5LDS6; U5YEA3; V5LKI1; V5LET5; V5LM42; A0A0A7V3I1; V5LKJ6; U5YEC4; V5LL65; I0BW44; Q861A9; V5LL83; I0BW64; I0BW62; V5LEQ5; Q9BD22; I0BW55; U5YBD2; U5YBD5; V5LER4; H9BYS3; V5LKF6; I0BW48; I0BW67; V5LLA1; A7U8S3; H9BYR1; E0WMX3; V5LKG1; V5LET0; U5YBJ0; U5YBI5; V5LDH8; D1MYV8; H6SFV0; H9BYQ8; U5YEG9; A7L5K9; U5YEB4; U5YE82; U5YE56; H9BYS5; V5LDH2; H9BYT2; H9BYU0; V5LLY9; O19640; H9BYR3; H9BYV6; A0A0A7UWW0; I0BW49; I0BW45; I0BW52; V5LM11; I0BW39; W6RT42; V5LD58; P79620
UniRef50_J9NZZ6	
UniRef50_Q8IWW6-3	Q1RLN5
UniRef50_E9PLR2	E9PLR2
UniRef50_M3YW00	
UniRef50_Q969F1	Q969F1; K7B6B2
UniRef50_F8W7I7	F8W7I7
UniRef50_Q9H3U1	UPI0005D01BCE; Q9H3U1; UPI000387C26D; Q9H3U1-3
UniRef50_O57311	
UniRef50_Q86SW4	Q86SW4
UniRef50_H0YDA7	H0YDA7
UniRef50_Q9UVF3	B3KUD3; B7ZAP6
UniRef50_Q9NS00	A0A024RA32; C9JDX1; Q9NS00; UPI000387D3DD; C9K0C8
UniRef50_H9KXL1	Q5JRR6; B3KUJ2
UniRef50_Q9H322	Q3SXQ9; A0A0A0MT50; Q3SXR9; O14598; A0A087WUP2; Q4V780; Q9H322; A0A087X1S4; Q3SXR8; Q4KN35
UniRef50_X6RKU3	X6RKU3
UniRef50_H7C4D9	H7C4D9
UniRef50_A1A5Q7	H3BUS3
UniRef50_E9PC22	E9PC22
UniRef50_P15731	B7Z306; H7C061
UniRef50_B4DP04	B4DP04
UniRef50_Q9P0Q6	Q6GVN4; Q9P0Q6; A0A087X2F5
UniRef50_D6RC70	D6RIU6; D6RC70
UniRef50_D0VPX6	Q6PKT8; Q6PKT6
UniRef50_Q9NBK5-4	F5GY51; H2Q5N0; UPI0000E23248; Q9Y2H1; UPI0004F0A729
UniRef50_H0WTX5	F2Z2E2; K9KGU0; UPI0005D02687
UniRef50_A0A087WUN1	A0FKN4; A0A087WUN1
UniRef50_G8C433	Q9TP03
UniRef50_Q5E9Y5-4	A0A024RCW7
UniRef50_F7IKY8	B7Z3C2; B4DYG7
UniRef50_K7ERR6	K7ERR6
UniRef50_C6GLY9	C6GLY9
UniRef50_M7BZK9	
UniRef50_B4DNP7	B4DNP7
UniRef50_Q15223	Q6SYC2; Q15223
UniRef50_Q9ULE0	T2C6S4; A0A0A0MSQ8; I6L9A7; Q9ULE0
UniRef50_Q9BZS9	G3S793; Q9BZS9; F7HLQ6; G7P0T7
UniRef50_O15094	O15094
UniRef50_Q08431	Q08431; A0A024RC55; F5GZN3; Q08431-2; B4E396; B3KTQ2; UPI000387D7E6
UniRef50_V9GY88	V9GY88
UniRef50_Q8N163	E5RGU7; E2PSM9; B3KTJ9; E5RFJ3; Q8N163-2; Q8N163; G3V119
UniRef50_E9PQQ7	E9PQQ7
UniRef50_Q9H2F3	Q9H2F3; I3L2H6
UniRef50_Q4KWH8	Q4KWH8
UniRef50_A0A087X133	A0A087X133
UniRef50_H7C4F1	H7C4F1
UniRef50_E5RHH5	Q95JW5; E5RHH5
UniRef50_Q9BWS9-3	A0A024RCB5; B7Z705
UniRef50_E9PJ15	E9PJ15
UniRef50_L8EAS3	L8EAS3
UniRef50_K7EJH3	K7EJH3
UniRef50_Q9CRZ6	Q9P054
UniRef50_H0YDC5	H0YDC5
UniRef50_F2Z2A3	F2Z2A3
UniRef50_Q9NSY2	G3QR04; Q9NSY2
UniRef50_O60308	O60308; A0A024R4G3; UPI000387BF7A
UniRef50_Q9QXZ0	A0A091EB58; UPI000530873B; M4Y010; G9K954; M4YHP9; Q8WXY0; M4Y1N9; M4YHP3; M4XYK6; Q8WXY4; M4Y1P3; M4XYL1; M4XY37
UniRef50_H0YAA0	H0YAA0; G3UYK7
UniRef50_F6RD20	Q6PJE7
UniRef50_Q95FT4	F8W0P7
UniRef50_A0A0D9SA60	
UniRef50_R4GMT2	R4GMT2
UniRef50_H3BTL9	H3BTL9
UniRef50_H2ULG4	UPI000387DC2E; B4DI17
UniRef50_G3UWM0	D3DUN6
UniRef50_E5RJ54	H0YBH1; E5RJ54
UniRef50_Q8TDB0	Q8TDB0
UniRef50_A2NCZ2	A2NCZ2
UniRef50_UPI0005D01302	
UniRef50_A0A0G2JNC6	A0A0G2JNC6
UniRef50_O43759-3	B5MCD7
UniRef50_F8WFB6	F8WFB6
UniRef50_P11279	B3KRY3; A0A024RDY3; P11279
UniRef50_D6RIL7	P57071-6; Q4W8S1
UniRef50_A0A093H506	B4DHQ8
UniRef50_E9PRK5	E9PRK5
UniRef50_G1SBZ3	Q9H3A9
UniRef50_P31274	Q28601; Q8N561; H2Q633; G3QTV8; P31274; A0A024RAZ6
UniRef50_G1TC70	
UniRef50_O43294	O43294-2; H2R4E5; A0A024QZE7; UPI0003ABA4C1; O43294; H3BS04; H3BSN4; F6T778
UniRef50_F6VAP4	
UniRef50_J3KSD3	J3KSD3
UniRef50_E5RHL8	E5RHL8
UniRef50_L8EB11	L8EB11
UniRef50_A0A096NAF7	Q9UI75
UniRef50_J3QQR0	J3QQR0
UniRef50_G1PPI5	B4DRG8
UniRef50_B7Z1E1	B7Z1E1
UniRef50_Q8N1V2	Q8N1V2
UniRef50_E9PK74	E9PK74
